xy,trap,time,yfpmean,area,yfpmean5by5,yfpsd5by5,yfpmax5by5,num5by5
24,5,44,0.00317935593055757,440,0.00318049627724745,1.2816104406857e-05,0.00321782253757534,272
24,5,45,0.00317668560172565,440,0.00317602628142124,1.18107954745546e-05,0.00320622568093385,272
24,5,46,0.00317966804691455,440,0.00317997343135011,9.00232889162365e-06,0.00320927748531319,272
24,5,47,0.00317866233865317,440,0.00318125922834229,9.79567720849444e-06,0.00320317387655451,272
24,5,48,0.00318036163881894,440,0.00318162499607305,1.02035732373252e-05,0.00320378423743038,272
24,5,49,0.00317838490189142,440,0.0031811021501757,9.20258014501433e-06,0.00320012207217517,272
24,5,50,0.00317803810593922,440,0.0031805905241474,9.38504117739603e-06,0.00320683604180972,272
24,5,51,0.00317363919195001,450,0.00317659442957243,1.08782173242115e-05,0.00320744640268559,276
24,8,1,0.0032104670662039,392,0.00321752676798792,1.24693890456341e-05,0.00324162661173419,227
24,8,2,0.00320785901909401,392,0.0032162388258754,1.28879070588369e-05,0.00325078202487221,227
24,8,3,0.00321607242118636,392,0.00322103029319169,1.16730210828647e-05,0.00324650949874113,227
24,8,4,0.00320202010765395,392,0.00320666395768613,1.48889638850108e-05,0.00324040588998245,227
24,8,5,0.00319902279978138,392,0.00320534374980044,9.89289803657556e-06,0.00322697795071336,227
24,8,6,0.00321108988342418,392,0.00321581399319529,1.15885248360102e-05,0.003247119859617,227
24,8,7,0.00320322681601823,392,0.00321108167979648,1.38961784779796e-05,0.00324223697261006,227
24,8,8,0.00320248722056915,392,0.00320821002598403,1.32045420183395e-05,0.00323308155947204,227
24,8,9,0.00320108588182354,392,0.00320542979186224,9.09743671701476e-06,0.00323247119859617,227
24,8,10,0.00319980132130672,392,0.00320525501892421,8.92021167345186e-06,0.00322697795071336,227
24,8,11,0.0031974657567307,392,0.00320117877624661,7.96709690359804e-06,0.00322026398107881,227
24,8,12,0.00320673016288226,392,0.00321070793459055,1.20323907497515e-05,0.00323552300297551,227
24,8,13,0.0032039664114673,392,0.0032112645191778,7.83488319501677e-06,0.00322941939421683,227
24,8,14,0.00320727512795,392,0.00320867519088062,1.57834001794594e-05,0.0032452887769894,227
24,8,15,0.00320933820999216,392,0.00321195285567217,1.18807694580614e-05,0.00323796444647898,227
24,8,16,0.00320521204590785,392,0.00320883114211762,1.27594848330717e-05,0.00324345769436179,227
24,8,17,0.00320701900010665,407,0.0032083950052135,1.24213469417174e-05,0.00323491264209964,240
24,8,18,0.00320709398301524,407,0.00321086188042013,1.01105031125883e-05,0.00324345769436179,240
24,8,19,0.00320004558960841,407,0.00320642404821851,1.24617736841648e-05,0.00323674372472724,240
24,8,20,0.00319903332034253,407,0.00320357315429414,9.68630614592019e-06,0.00322575722896162,240
24,8,21,0.00319847094852816,407,0.00320293990488543,8.88757897871353e-06,0.00322575722896162,240
24,8,22,0.00319734620489941,407,0.0032037867806007,8.85949605866528e-06,0.00322758831158923,240
